year,code,station,state,section_title,waterbody,temp_min,temp_max,do_min,do_max,ph_min,ph_max,cond_min,cond_max,bod_min,bod_max,nitrate_min,nitrate_max,fecal_min,fecal_max,total_coli_min,total_coli_max
2016,1496,"YAMUNA AT KALANAUR, YAMUNA NAGAR",HARYANA,Yamuna,YAMUNA,23,23,7.6,8.2,7.3,7.8,195,380,1,2,0,0,,110,17000,170
2016,1119,YAMUNA AT SONEPAT,HARYANA,Yamuna,YAMUNA,26,26,6.4,12.5,7.3,7.9,220,1310,1,12,0,0.4,,110,24000,140
2016,1120,YAMUNA AT WAZIRABAD,DELHI,Yamuna,YAMUNA,16.7,32.8,5.1,13.5,7.2,8,214,3860,1,9,0,0,,200,24000,490
2016,1121,YAMUNA AT NIZAMUDDIN,DELHI,Yamuna,YAMUNA,17.1,30.9,0.4,2.6,7.1,7.9,243,2050,4,45,0,0,,26000,5400000,240000
2016,1812,YAMUNA AT OKHLA A/M OF SHAHDARA DRAIN,DELHI,Yamuna,YAMUNA,19.4,31.8,0.1,1.6,7.0,7.9,285,1899,4.0,67,0,0,,40000,92000000,230000
2016,1497,YAMUNA AT MAZAWALI,UTTAR PRADESH,Yamuna,YAMUNA,,,0,6.8,7.4,8.2,1009,1992,10,27,0,0.2,,4900,1600000,4900
2016,2495,"YAMUNA AT KESIGHAT, VRINDAVAN",UTTAR PRADESH,Yamuna,YAMUNA,20,34,3.4,9.6,6.8,7.8,997,1850,7,10,0,0,,33000,58000,64000
2016,1123,YAMUNA U/S MATHURA,UTTAR PRADESH,Yamuna,YAMUNA,24,24,0.9,5.5,7.5,7.9,640,1750,8,27,0,1.6,,680,540000,4900
2016,2494,"YAMUNA AT VISHRAMGHAT, MATHURA",UTTAR PRADESH,Yamuna,YAMUNA,20,32,2.8,5.2,6.7,7.9,981,1870,2,10,0,0,,41000,160000,70000
2016,1124,YAMUNA D/S MATHURA,UTTAR PRADESH,Yamuna,YAMUNA,22,22,2.8,6.5,7.6,8,650,1978,7,18,0,0.9,,680,350000,1400
2016,1125,YAMUNA U/S AGRA,UTTAR PRADESH,Yamuna,YAMUNA,,,4.1,18,7.1,8.2,815,1870,5,27,0,1.8,,78,110000,220
2016,1126,YAMUNA D/S AGRA,UTTAR PRADESH,Yamuna,YAMUNA,22,33,2.8,16.3,7.1,8.1,825,2040,11,26,0,1.6,,40,28000,460
2016,2493,YAMUNA AT SHAHPUR,UTTAR PRADESH,Yamuna,YAMUNA,18,34,4.8,7.6,7.5,8.2,1090,1720,6,8,0,0,,28000,38000,46000
2016,1498,YAMUNA AT BATESWAR,UTTAR PRADESH,Yamuna,YAMUNA,23,32,6.2,9.2,7.3,7.9,698,1720,5,24,0,1.4,,20,16000,68
2016,1127,YAMUNA AT ETAWAH,UTTAR PRADESH,Yamuna,YAMUNA,22,31,6.4,9.6,7.4,7.9,690,1720,3,18,0,2.3,,200,79000,490
2016,1499,"YAMUNA AT JUHIKA B/C WITH CHANBAL, ETAWAH",UTTAR PRADESH,Yamuna,YAMUNA,21,29,5.4,10.8,7.2,7.8,350,4060,3,11,0,0.8,,230,24000,940
2016,1069,YAMUNA AT ALLAHABAD D/S (BALUA GHAT),UTTAR PRADESH,Yamuna,YAMUNA,21,28.5,7.4,8.8,7.9,8.3,472,578,2.2,2.8,0.8,1.2,,1700,7800,6300
2016,2724,"SUSWA AT MOTHRAWALA, DEHRADUN",UTTARAKHAND,Suswa,SUSWA,16,21,1.4,3.6,7.7,8,,,28,36,0,0,,,1600,1600
2016,2728,GOLA AT HALDWANI,UTTARAKHAND,Suswa,GOLA,11,20,7,7.8,7.2,7.9,210,240,1,1.6,0,0,,,,
2016,1064,RAMGANGA B/C AT KANNAUJ UTTAR PRADESH,,Suswa,,17,33,6.1,8.9,6.9,8.5,302,614,3.5,6.6,0.2,0.5,2100,4100,3400,8400
2016,2497,"KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD, VILL. KOL, MEERUT",UTTAR PRADESH,Suswa,EAST,17,23,,,7.4,7.8,780,1950,52,72,2,5.2,110000,170000,170000,280000
2016,1065,KALINAD B/CI AT KANNAUJ,UTTAR PRADESH,Suswa,,17,33,5.9,9.4,7,8.2,203,993,3.1,7,0.2,0.5,2100,4700,3800,9200
2016,2482,"VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,Suswa,VARUNA,22,34,5.9,9,7.2,8.2,294,574,2.7,4.5,0,0,1700,17000,2700,31000
2016,2483,VARUNA B/C WITH GANGA AT VARANASI,UTTAR PRADESH,Suswa,GANGA,22,34,1.5,6.4,7.4,8.6,354,709,15,45,0,0,70000,170000,140000,240000
2016,1361,SAI AT UNNAO AFTER DRAIN OUTFALL,UTTAR PRADESH,Suswa,SAI,18,29,6.7,8.1,7.1,7.4,385,632,2.9,4,0.1,0.1,1500,2500,3100,4900
2016,2484,"SAI AT JALALPUR, JAUNPUR",UTTAR PRADESH,Suswa,SAI,22,32,6.8,8.6,7.2,8.4,312,582,3.2,4.3,0,0,5000,13000,8000,17000
2016,1350,GOMTI AT SITAPUR U/S AT WATER INTAKE,UTTAR PRADESH,Suswa,GOMTI,17,36,7.8,11.9,7.5,8.7,180,532,2.3,2.8,1,1.7,68,460,200,1700
2016,1351,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,UTTAR PRADESH,Suswa,GOMTI,18,36,5.4,10.6,7.6,8.5,16,598.3,3.1,3.7,1.3,5.9,780,4000,1700,5400
2016,1352,GOMTI D/S LUCKNOW,UTTAR PRADESH,Suswa,GOMTI,18,35,0.3,4.1,7.4,7.9,572,1085,10,13,1.6,6.8,79000,140000,130000,210000
2016,1353,GOMTI D/S JAUNPUR,UTTAR PRADESH,Suswa,GOMTI,22,33,7.1,8.8,8,8.6,340,588,4,5,0,0,14000,23000,22000,34000
2016,1072,GOMTI AT VARANASI,UTTAR PRADESH,Suswa,GOMTI,21,31,7.4,9.2,7.2,8.4,290,572,3,4.5,0,0,5000,13000,11000,17000
2016,2491,"RAPTI AT RAJGHAT, GORAKHPUR",UTTAR PRADESH,Suswa,RAPTI,13,31,7.2,7.5,7.8,8.2,412,580,3,5.9,0.5,0.7,1700,5400,3500,9200
2016,1363,"RAPTI A/C OF HONIN NR. DOMINGARH RLY BRIDGE, GORAKHPUR",UTTAR PRADESH,Suswa,HONIN,15,32,7.4,8,8,8.2,336,416,2.2,2.6,0.2,0.3,170,500,340,800
2016,1354,SARYU AT AYODHYA AT MAIN BATHING GHAT,UTTAR PRADESH,Suswa,SARYU,18,25,7.4,9.9,7.8,7.9,171,219,2.9,4.1,0.7,0.8,3900,5100,7000,8000
2016,1355,GHAGHARA D/S DEORIA,UTTAR PRADESH,Suswa,GHAGHARA,15,31,7.5,8,8,8.2,384,454,2.4,2.9,0.2,0.3,200,800,450,1700
2016,2492,"GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,Suswa,GHAGHRA,14,33,7.1,7.9,7.8,8.3,406,588,2.9,4.5,0.3,0.7,1300,4500,2200,7000
2016,1076,GHAGHARA NEAR CHAPRA,BIHAR,Suswa,GHAGHARA,17,30,6.8,9.8,7.1,8.5,216,424,2,2.9,0,0,700,1700,1400,5000
2016,1359,RIHAND U/S RENUKUT,UTTAR PRADESH,Suswa,RIHAND,21,26,7.1,7.9,7.2,8.2,282,382,1.4,1.8,0.2,0.3,780,1400,2100,2800
2016,1360,RIHAND D/S RENUKUT,UTTAR PRADESH,Suswa,RIHAND,21,26,7.5,8.2,7.3,8.3,298,398,1.3,2,0.2,0.3,1000,1700,2300,3200
2016,1075,SONE AT KOELWAR,BIHAR,Suswa,SONE,22,31,5,8.8,7.1,8.3,180,460,2,2.9,0,0,700,2300,140,5000
2016,1078,"GANDAK B/C AT SONEPUR, PATNA",BIHAR,Suswa,,17,30,7.2,9.8,7,8.6,214,348,1.8,2.9,0,0,500,1700,1100,5000
2016,2568,"GANDAK AT REWAGHAT, MUJAFFARPUR",BIHAR,Suswa,GANDAK,16,30,7,9.5,7,8.2,210,326,1.8,2.8,0,0,500,1700,1100,5000
2016,2570,GANDAK AT SAMASTIPUR ROAD BRIDGE,BIHAR,Suswa,GANDAK,20,34,7.6,9.4,7.3,8.9,218,521,2,2.9,0,0,700,2200,2000,5000
2016,2575,"SIKRAHNA AT LAL PARSE, BITTIAH",BIHAR,Suswa,SIKRAHNA,17,36,6.2,8.6,7.2,8.5,226,967,2.2,2.8,0,0,900,3000,2200,8000
2016,1820,SIKRANA AT CHANPATIYA,BIHAR,Suswa,SIKRANA,16,30,6,8.6,7.4,8.2,221,623,2.4,2.8,0,0,800,2600,3000,5000
2016,2562,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,Suswa,GANDAK,17,33,6.6,9,7.3,8.8,253,518,1.8,2.9,0,0,1100,3000,3000,5000
2016,2558,HARBORA AT NARKATIAGANJ,BIHAR,Suswa,HARBORA,17,30,6.5,8.2,6.5,7.9,222,585,2.6,3,0,0,700,3000,2400,5000
2016,2567,KAMALA AT BENIPATTI (MADHUBANI),BIHAR,Suswa,KAMALA,15,30,7.4,10,7.6,8.9,216,484,1.8,2.9,0,0,800,3000,3000,9000
2016,2569,KAMALA AT DARBHANGA,BIHAR,Suswa,KAMALA,17,30,7,8.6,7.3,8.2,233,1150,1.8,2.9,0,0,1100,2600,3000,5000
2016,2563,"MANUSMARAT RIGA, SITAMARHI",BIHAR,Suswa,,18,32,6.7,8,6.8,8.2,245,754,1.8,2.9,0,0,1300,5000,3800,9000
2016,2565,KOSHI AT KURSHELA AT KATIHAR,BIHAR,Suswa,KOSHI,14,31,6.3,9.1,6.6,7.6,157,392,2,2.9,0,0,1100,2600,2800,5000
2016,2566,KOSHI AT MADHEPURA,BIHAR,Suswa,KOSHI,14,35,6.2,9,7.2,7.6,116,431,2,2.8,0,0,800,2600,2400,4900
2016,1821,DAHA AT SIWAN,BIHAR,Suswa,DAHA,15,30,5,9.8,7.1,8.4,275,771,2.4,2.9,0,0,1100,3100,2800,8400
2016,2560,DAHA D/S SASAMUSA,BIHAR,Suswa,DAHA,16,30,6,9.5,7,7.8,286,614,2.2,2.8,0,0,1100,3000,2800,5000
2016,2561,"DAHA AT ITWA BRIDGE, SIWAN",BIHAR,Suswa,DAHA,15,29,6.9,9.2,7.2,8.4,260,478,1.9,2.9,0,0,400,2300,2400,4800
2016,1823,DHOUS AT MADHUBANI,BIHAR,Suswa,DHOUS,18,30,6,9.4,7.3,8.9,216,480,2,2.8,0,0,1100,3000,2800,5000
2016,1824,FARMAR AT JOGBANI,BIHAR,Suswa,FARMAR,14,29,5.6,8.6,6.6,7.6,99.5,480,1.8,3,0,0,700,2200,2800,7000
2016,2559,RAM REKHAAT HARINAGAR,BIHAR,Suswa,,16,32,6.4,7.6,6.9,7.9,246,538,2.5,2.8,0,0,900,3000,3000,9000
2016,1822,SIRSA AT RUXOL,BIHAR,Suswa,SIRSA,16,33,6.4,6.4,7,7.7,251,845,2.5,18,0,0,2100,5000,4100,16000
2016,1510,TONS RIVER,HIMACHAL PRADESH,Tons,,7,20,8.7,9.4,6.3,8.2,49.1,130.3,0.1,1.2,0,0.5,2.0,3.7,3.7,26
2016,2620,ASHWANI U/S YASHWANT NAGAR,HIMACHAL PRADESH,Tons,ASHWANI,,,7.4,8.7,7.3,8.9,231,635,0.1,2,0,4.5,2.0,12,6.1,38
2016,2626,BATTA U/S PAONTA,HIMACHAL PRADESH,Tons,BATTA,13,29,6.6,9,7.5,8.6,248,583,0.1,1.2,0,0.7,6,13,14,24
2016,2627,BATTA B/C TO YAMUNA,HIMACHAL PRADESH,Tons,,15,27,6.2,8.9,7.5,8.5,401,577,0.2,1.4,0,0.7,6.8,13,15,27
2016,2621,GIRI D/S YASHWANT NAGAR,HIMACHAL PRADESH,Tons,GIRI,,,7.8,9.2,7.6,8.7,154,630,0.1,3,0,5.1,2.0,8.3,5.5,40
2016,2622,GIRI U/S CCI MINES,HIMACHAL PRADESH,Tons,GIRI,13,27,6.8,9.2,7.6,8.4,253,1030,0.1,1.2,0.1,0.7,4,13,10,31
2016,2623,GIRI D/S SATAUN,HIMACHAL PRADESH,Tons,GIRI,14,28,6.5,8.8,7.6,8.4,252,1080,0.1,1.6,0.2,0.7,4,17,12,32
2016,2617,PABBAR U/S DHAMBARI,HIMACHAL PRADESH,Tons,PABBAR,8.5,20,8.4,9.5,6.8,8.7,48.7,130,0.1,1.4,0,0.7,2.0,6.8,2,39
2016,2618,PABBAR U/S ROHRU,HIMACHAL PRADESH,Tons,PABBAR,8,21,8,9.2,6.5,8.5,55.1,159,0.1,1.2,0,0.7,2.0,3.6,6,26
2016,2619,PABBAR D/S SWARAKUDDU,HIMACHAL PRADESH,Tons,PABBAR,6,20,8.6,9.5,6.9,8.4,65,136,0.1,1.8,0,0.6,2.0,6.8,3.7,32
2016,1357,HINDON AT SAHARANPUR D/S,UTTAR PRADESH,Tons,HINDON,21,29,,,7.3,7.5,635,745,36,48,0,0,15000,15000,21000,21000
2016,2496,"HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI, MEERUT",UTTAR PRADESH,Tons,HINDON,18,23,,,7.2,7.7,730,970,44,65,3.2,6.5,79000,130000,110000,170000
2016,1358,HINDON D/S GHAZIABAD,UTTAR PRADESH,Tons,HINDON,16,26,0,0,6.7,7.5,792,1619,32,78,0.5,162,130000,220000,240000,320000
2016,1356,BETWA B/C YAMUNA AT HAMIRPUR,UTTAR PRADESH,Tons,YAMUNA,18,34,4.8,7.4,7.8,8.4,211,482,3.1,3.8,0,0,2100,2500,4000,7400
2016,2107,BETWA U/S BEENA,MADHYA PRADESH,Tons,BETWA,21,34,6.4,81,7.6,8.8,196,444,0.5,2.8,0,5.9,,,0,14
2016,2108,BETWA D/S BEENA,MADHYA PRADESH,Tons,BETWA,18,35,6.4,8.4,7.6,8.8,184,400,0.6,2.8,0,4.4,,,0,17
2016,2119,"BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DISTRICT RAISEN",MADHYA PRADESH,Tons,BETWA,,,5.9,7.4,6.8,7.8,264,6516,2.2,20,0,0.1,110,240,210,1600
2016,2121,"BETWA NEAR ROAD BRIDGE, BHOJPUR",MADHYA PRADESH,Tons,BETWA,,,6.7,7.8,7.4,8.5,303,544,1.4,2.9,0,2.6,,,110,130
2016,2122,BETWA NEAR W/S INTAKE WELL POINT RAISEN,MADHYA PRADESH,Tons,BETWA,,,7.5,7.9,7.4,8.4,279,1402,0.9,2.3,0,0.2,,,70,120
2016,1614,"BETWA NEAR INTAKE POINT, VIDISHA",MADHYA PRADESH,Tons,BETWA,,,7,7.9,7.3,8.7,338,512,1.4,2.4,0,2.1,,,2.0,150
2016,2124,"BETWA AT CHARANTIRGHAT, VIDISHA",MADHYA PRADESH,Tons,BETWA,,,6.4,7.8,7.7,8.5,336,736,1.9,3.9,0,3.6,,,60,220
2016,2125,BETWA D/S AFTER MIXING OF BAIS AT VIDISHA,MADHYA PRADESH,Tons,BETWA,,,6.8,8.1,7.5,8.6,328,642,1.6,3.3,0,0.3,,,70,140
2016,1735,GOVIND SAGAR,UTTAR PRADESH,Tons,,19,34,5.9,7.2,7.7,8.9,170,804,3,3.3,0,0,1700,2100,4000,4900
2016,2120,"KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",MADHYA PRADESH,Tons,KALIASOT,,,5.9,8,6.8,8.5,317,937.5,0.4,4.1,0,4.3,12,12,110,220
2016,1142,SONE AT CHACHAI,MADHYA PRADESH,Tons,SONE,18,30,6.7,8.2,7.4,8.1,215,537,0.9,2.2,0.2,1.4,,,27,70
2016,1371,SONE AT AMLAI,MADHYA PRADESH,Tons,SONE,18,31,6.8,7.9,7.3,8.1,212,560,1,2.1,0.4,1.3,,,26,70
2016,1610,SONE AT ORIGINE AMARKANTAK,MADHYA PRADESH,Tons,SONE,18,30,6,7.1,6.8,7.8,78,233,0.5,1.6,0,2,,,6,26
2016,3327,"SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS",MADHYA PRADESH,Tons,SONE,18,31,3.2,3.8,6.6,8.2,426,1544,1.6,12,0.6,2.9,2,4,40,500
2016,1612,SONE AT DEVLOAD OUT- LET OF BANSAGAR DAM,MADHYA PRADESH,Tons,SONE,18,31,6.8,8.9,7.5,8.1,182,511.3,0.7,1.9,0.2,0.9,,,22,90
2016,3121,SONE NEAR BANZARI,BIHAR,Tons,SONE,16,34,7.2,9.2,7.2,8.6,171,1250,1.8,2.9,0,0,300,2200,1100,5000
2016,3127,SONE RIVER AT BAHIYARA,BIHAR,Tons,RIVER,22,30,5.2,9,7.5,8.2,161,459,1.8,2.9,0,0,300,3000,1100,5000
2016,3128,SONE RIVER AT NASIRIGANJ DAM,BIHAR,Tons,RIVER,18,33,7.1,9.6,7.4,8.5,158,1180,2,2.7,0,0,500,3000,1300,9000
2016,3309,"CHAMBAL AT TAL VILLAGE NEAR BRIDGE, UJJAIN",MADHYA PRADESH,Tons,CHAMBAL,26,27,6.9,7.8,7,8.9,550,1460,1.6,6,1,4,6,600,40,1600
2016,3310,"CHAMLA AT W/S INTAKE POINT BADNAGAR, UJJAIN",MADHYA PRADESH,Tons,CHAMLA,19,31,6.5,7.6,7.7,8.4,309,1310,1.8,4,0.9,3,4,21,50,500
2016,1365,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT),MADHYA PRADESH,Tons,CHAMBAL,24,28,6.8,7.8,7.2,8.6,320,780,1,2.9,0.6,2.6,7,40,7,300
2016,1366,CHAMBAL D/S NAGDA,MADHYA PRADESH,Tons,CHAMBAL,22,28,6.1,7.5,7.3,8.4,927,18620,2.9,56,0.7,7,70,1600,500,1600
2016,2955,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA",RAJASTHAN,Tons,RAJASTHAN,18,31,4.6,6.7,7.5,9.8,210,480,0.7,1.7,0.1,1.8,4,7,7,20
2016,1418,"CHAMBAL AT GANDHI SAGAR DAM, RAMPURA",MADHYA PRADESH,Tons,CHAMBAL,24,31,7.2,7.9,7.2,8.4,314,520,1.2,2.6,0.1,2,4,22,40,220
2016,1288,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE),RAJASTHAN,Tons,CHAMBAL,19,30,5.5,7.1,7.7,8.8,240,330,0.7,1.1,0.1,1.6,4,4,7,20
2016,1289,CHAMBAL AT KOTA D/S (2 KM. FROM CITY),RAJASTHAN,Tons,CHAMBAL,19,31,4.5,6.8,7.9,9.1,270,820,0.9,3.1,0.5,1.7,7,28,93,1100
2016,1413,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR,RAJASTHAN,Tons,CHAMBAL,13,34,4.9,6.1,7.9,9,200,680,0.7,2.2,0.2,1.6,7,20,11,150
2016,1609,CHAMBAL AT DHOLPUR,MADHYA PRADESH,Tons,CHAMBAL,22,28,7.2,9,7.2,8.5,325,970,1.3,2.3,0,2.8,,,,
2016,1615,PARVATI NEAR INTAKE POINT PILLUKHEDI DISTT. RAJGARH,MADHYA PRADESH,Tons,PARVATI,18,26,6.7,8.9,7.1,7.6,395,632,1.8,2.6,0,0,,,,
2016,2126,"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",MADHYA PRADESH,Tons,,18,32,6.2,8.7,7.4,7.6,322,654,1.9,2.8,0,1.2,11,21,33,280
2016,2954,"PARVATI B/M CHAMBAL AT KHATOLI, KOTA",RAJASTHAN,Tons,CHAMBAL,17,31,5,7.4,8,9,180,720,0.8,1.9,0.4,1.7,4,14,7,150
2016,1607,"GOHAD DAM, GOHAD",MADHYA PRADESH,Tons,,22,29,4.1,8.2,7.2,8.9,410,1148,0.8,6.3,0,2.8,,,,
2016,1367,KHAN AT KABIT KHEDI (NEAR INDORE),MADHYA PRADESH,Tons,KHAN,22,29,2.5,4.8,7.1,8.1,936,1580,8,50,1.1,24,27,920,900,1600
2016,1369,KSHIPRA AT RAMGHAT AT UJJAIN,MADHYA PRADESH,Tons,KSHIPRA,23,29,2.3,8,7,8.8,474,1700,2.6,16,1.2,5.7,280,800,1600,1600
2016,1370,KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF SANGAM),MADHYA PRADESH,Tons,KSHIPRA,19,29,3.6,8.2,7.6,8.8,397,1484,1.7,14,0,5.4,3,900,350,1600
2016,1468,KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN,MADHYA PRADESH,Tons,KSHIPRA,23,30,2.7,8.6,7.1,8.7,482,1610,6,38,1.8,5.4,350,900,,
2016,2953,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA",RAJASTHAN,Tons,SINDH,16,30,4.7,6.3,8,8.8,170,670,0.7,1.8,0.5,1.6,4,7,7,75
2016,2956,"RIVER KALI SINDH AT BAROD ROAD BRIDGE, KOTA",RAJASTHAN,Tons,KALI SINDH,16,31,4.6,6.9,8.1,8.9,190,950,0.9,182,0.6,1.8,7,20,11,150
2016,1608,SINDH AT DABRA,MADHYA PRADESH,Tons,SINDH,22,30,8,10,7.3,8.7,299,920,1.1,1.8,0,2.8,11,11,1211,1211
2016,2117,"BICHIA, BRIDGE GOVINDGARH ROAD",MADHYA PRADESH,Tons,,18,33,5.6,6.9,7.3,7.8,428,784,2.1,3.5,1,1.5,6,50,21,350
2016,1433,SANKH AT TIGRA RESERVOIR,MADHYA PRADESH,Tons,SANKH,20,32,7.5,8.5,7,8.1,460,1215,1.2,2.5,0,2.8,1100,1100,,
2016,2950,"BANAS,DHANARI DAM, NEAR SWAROOPGANJ, SIROHI",RAJASTHAN,Tons,,16,25,4.5,7.3,7.5,9,160,770,0.7,1.8,0.8,4.4,4,14,7,150
2016,2952,"BANAS,NEAR NEWTA DAM, JAIPUR",RAJASTHAN,Tons,,17,30,1.9,4.2,8.1,9.4,220,2100,3.9,13,1.8,5.5,7,28,75,460
2016,2951,"BANAS,BISULPUR DAM, TONK",RAJASTHAN,Tons,,20,34,3.6,6.1,7.8,9.4,210,480,0.7,1.7,0.3,1.7,4,7,4,75
2016,2945,"CHHAPI ,U/S OF CHHAPI DAM, JHALAWAR",RAJASTHAN,Tons,,19,31,4.9,5.7,7.6,8.6,180,420,0.9,1.2,0.1,1.6,4,14,7,150
2016,2946,"UJAD,U/S OF BHIM SAGAR DAM, JHALAWAR",RAJASTHAN,Tons,,18,31,5.1,6.3,7.6,8.7,190,580,0.9,1.7,0.1,1.7,4,7,7,75
2016,2401,AJAY AT MASANJORE DAM,JHARKHAND,Tons,AJAY,27,27,,8.5,8.5,6.5,6.5,340,340,2.9,,2.9,0,,0,
2016,3132,BAGMATI AT MUZAFFARPUR- SITAMARHI ROAD BRIDGE,BIHAR,Tons,BAGMATI,16,35,,7.2,8.8,6.9,8.2,242,1030,2,,2.9,0,,0,500
2016,3135,"BAGMATI AT DARBANGA, SAMASTIPUR ROAD BRIDGE",BIHAR,Tons,BAGMATI,20,34,,7.4,9.1,7.4,8.8,242,391,1.8,,2.9,0,,0,900
2016,3162,BAGMATI AT MUZAFFARPUR- SITAMARHI ROAD BRIDGE,BIHAR,Tons,BAGMATI,24,35,,,,7.2,7.6,927,1400,,,,0,,0,7
2016,2734,BHALLA U/S KASHIPUR,UTTARAKHAND,Tons,BHALLA,18,32,,5.2,8.2,7.1,7.6,230,374,3,,4.6,0,,0,
2016,2735,BHALLA AT LOHIA BRIDGE D/S KASHIPUR,UTTARAKHAND,Tons,BHALLA,23,32,,0,0.8,6.8,7.6,450,760,38,,76,0,,0,
2016,2116,BIHAR D/S NEAR FOREST OFFICE,MADHYA PRADESH,Tons,BIHAR,18,33,,6.2,7.6,7.4,7.6,322,789,1.5,,2.2,0.7,,1.9,6
2016,3308,"CHAMBAL AT JAWNPAWA, FROM ORIGIN POINT, INDORE",MADHYA PRADESH,Tons,CHAMBAL,22,29,,6.5,7.2,7.7,8.5,300,622,1.2,,2,0.5,,1.7,
2016,3129,DAHA AT MEERGANJ,BIHAR,Tons,DAHA,15,30,,6.5,9.6,7.5,8.2,278,503,2.4,,2.8,0,,0,800
2016,2378,DAMODAR D/S BHAIRABI AT RAJRAPPA,JHARKHAND,Tons,DAMODAR,22,34,,7,8.6,7.4,7.5,,,1.3,,3.9,0,,0,
2016,2380,DAMODAR AT RAMGARH ROAD BRIDGE,JHARKHAND,Tons,DAMODAR,22,34,,7.4,8,7.2,7.5,,,1.5,,3.9,0,,0,
2016,2732,DHELA U/S AT KASHIPUR MORADABAD ROAD BRIDGE,UTTARAKHAND,Tons,DHELA,20,32,,3.2,8.8,7.3,7.6,248,520,3.2,,8.4,0,,0,
2016,2733,DHELA D/S AT THAKURDWARA ALIGANJ ROAD,UTTARAKHAND,Tons,DHELA,19,32,,0,8.2,7.3,8.3,430,990,12,,80,0,,0,
2016,3124,GANDAK U/S ROAD BRIDGE MUZAFFARPUR (NH),BIHAR,Tons,GANDAK,17,33,,7.5,8.8,7.2,8.4,251,670,1.7,,2.9,0,,0,200
2016,3125,GANDAK GOPALGANJ PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),BIHAR,Tons,,17,30,,7,9.8,7.3,8.6,233,326,1.8,,2.9,0,,0,50
2016,3126,U/S HARBORA BEFORE SUGAR MILL NEAR ROAD BRIDGE NARKATIGANJ,BIHAR,Tons,MILL,16,30,,7.2,8.6,7.1,8.3,223,477,1.8,,2.8,0,,0,300
2016,2524,"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",WEST BENGAL,Tons,KALJANI,20,32,,6,8.3,7.2,8.1,100,172,1.4,,4.2,0.1,,0.4,1400
2016,1611,JOHILA NEAR NAROJABAD NEAR UMARIA ROAD BRIDGE,MADHYA PRADESH,Tons,JOHILA,18,31,,7.2,8.8,7.1,8.2,216,542,0.8,,2.4,0.2,,0.9,
2016,3133,"KAMALA AT JAYNAGAR,",BIHAR,Tons,KAMALA,20,29,,7.5,10,7.7,8.5,298,478,2,,2.9,0,,0,700
2016,2110,"KHAN AT SAKKAR KHADI, INDORE",MADHYA PRADESH,Tons,KHAN,22,29,,3.4,5.4,7,8.2,904,1516,8,,80,2.5,,29,24
2016,2111,KHAN AT SANWER,MADHYA PRADESH,Tons,KHAN,21,29,,3.2,6.2,7.3,8.2,662,1240,4,,26,4.9,,11,3.5
2016,2729,KICHHA AT KICHHA U.S. NAGAR,UTTARAKHAND,Tons,KICHHA,20,32,,3.2,5.2,7.3,7.8,510,786,12,,28,0,,0,
2016,1613,"KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE,",MADHYA PRADESH,Tons,,,,,7.3,8.1,7.4,8.6,214,837,0.8,,2.1,0,,0.9,
2016,2388,KONAR AT TILAYA DAM,JHARKHAND,Tons,KONAR,20,33,,7,8.7,7.2,7.5,,,1.1,,3.4,0,,0,
2016,2389,KONAR AT KONAR DAM,JHARKHAND,Tons,KONAR,21,33,,7,8.6,6.8,7.5,,,1.3,,3.6,0,,0,
2016,3137,KOSHI AT BEERPUR,BIHAR,Tons,KOSHI,14,35,,6.6,8.9,7.2,7.8,227,506,2.2,,2.9,0,,0,800
2016,2731,KOSI AT KASHIPUR BAJPUR ROAD BRIDGE,UTTARAKHAND,Tons,KOSI,21,32,,6.2,6.8,7.2,7.6,280,372,2.4,,6.4,0,,0,
2016,3315,"KSHIPRA AT GAUGHAT, UJJAIN",MADHYA PRADESH,Tons,KSHIPRA,22,31,,6.5,8,7.4,8.4,493,1442,1.6,,11,0.7,,3.3,6
2016,3316,"KSHIPRA AT U/S OF MAHIDPUR CITY, UJJAIN",MADHYA PRADESH,Tons,KSHIPRA,26,27,,6.8,7.8,7,8.9,600,1336,2,,8,0.5,,3.7,14
